CIRC	LOCATION
12:00-02:00 am	TIME
11:00pm-Midnight	TIME
5-6pm 	TIME
Baker	LOCATION
12:00-02:00	TIME
today	DATE
orozco 	LOCATION
Circ	LOCATION
7:45-10am	TIME
4-6 pm	TIME
Tuesday	DATE
8:00-9:00am	TIME
will	0
9:10-11:12am	TIME
12:30 a.m. - 02:00 a.m.	TIME
11am-noon	TIME
12-2pm	TIME
9:10-11:12pm	TIME
 baker	LOCATION
04:45-06:45	TIME
tn	DATE
circ 	LOCATION
and	0
Baker 	LOCATION
12-2am	TIME
 Baker 	LOCATION
Orozco 	LOCATION
bAKER	LOCATION
ciRC	LOCATION
12:30-1:45am	TIME
03:15 p.m. - 04:45 p.m.	TIME
cover	0
orozco 	LOCATION
16:15	TIME
this	0
Midnight-1:00am	TIME
06:00 PM - 08:00 PM	TIME
I	0
6p-8p	TIME
bAKER	LOCATION
10am-noon 	TIME
09:45-10:15 am	TIME
10:00 - 12:00	TIME
orozco 	LOCATION
12:00 PM - 13:00 PM	TIME
3:00-4:00am	TIME
6:07-8:09pm	TIME
20:30 PM - 22:30 PM	TIME
Thursday 	DATE
Tuesday	DATE
Jones	LOCATION
4:15	TIME
7-8	TIME
leaving	0
jMc	LOCATION
0:00	TIME
12pm-2pm	TIME
21-22	TIME
14:30-16:30	TIME
Orozco 	LOCATION
BAKER	LOCATION
09:45-10:15	TIME
would	0
10:00-11:00pm	TIME
Friday	DATE
04:45 AM - 06:45 AM	TIME
shift	0
BAKER	LOCATION
12-1pm	TIME
 orozco 	LOCATION
11:30 AM - 01:30 PM	TIME
4:00-5:00pm	TIME
10:00 a.m. - 12:00 p.m.	TIME
Tuesday	DATE
4-5 pm	TIME
09:45 AM - 10:15 AM	TIME
stay	0
11:30 a.m. - 01:30 p.m.	TIME
9:10-10:11am	TIME
to	0
6:07-8:09am	TIME
11am-12 pm 	TIME
shift	0
4:23	TIME
JmC	LOCATION
I 	0
Orozco	LOCATION
10-11	TIME
JonES	LOCATION
circ 	LOCATION
Baker	LOCATION
12:30-1:45pm	TIME
05:00 PM - 07:30 PM	TIME
09:45 PM - 11:15 PM	TIME
09:45 a.m. - 10:15 a.m.	TIME
tomorrow 	DATE
circ	LOCATION
06:00-08:00	TIME
from	0
11:30 AM - 01:30 PM	TIME
OROZCO	LOCATION
 2to3pm	TIME
7:00-8:00am	TIME
4-6pm	TIME
baker 	LOCATION
jMc	LOCATION
Please	0
10:00 - 12:00	TIME
10:00 AM - 12:00 PM	TIME
BakER	LOCATION
10:00 a.m. - 12:00 p.m.	TIME
11:00am-Noon	TIME
09:45 PM - 11:15 PM	TIME
oROZCO	LOCATION
12:30-1:45am	TIME
wednesday	DATE
0:00	TIME
Thursday 	DATE
21:45-23:15	TIME
jONES	LOCATION
12:00 AM - 02:00 AM	TIME
10:00 a.m. - 12:00 p.m.	TIME
01:30 PM - 03:30 PM	TIME
10:00 to 12:00 am	TIME
Jones	LOCATION
Friday	DATE
8-10pm 	TIME
Jmc	LOCATION
OROZCO	LOCATION
8:00-9:00pm	TIME
orozco 	LOCATION
11-12	TIME
09:45 p.m. - 11:15 p.m.	TIME
tn	DATE
06:00pm-08:00pm	TIME
01:30 PM - 03:30 PM	TIME
12:12-2:12pm	TIME
Today	DATE
7:45-10am 	TIME
22-23	TIME
baker	LOCATION
CIRC	LOCATION
its 	0
9:10-11:12am	TIME
1:00-2:00am	TIME
09:45 AM - 10:15 AM	TIME
Saturday	DATE
orozco	LOCATION
cIRC	LOCATION
9:00-10:00pm	TIME
0:00	TIME
7:45-10am 	TIME
09:45 a.m. - 10:15 a.m.	TIME
0:00	TIME
joNES	LOCATION
12:30 AM - 02:00 AM	TIME
16-17	TIME
04:45 a.m. - 06:45 a.m.	TIME
baker	LOCATION
21-22	TIME
06:00-08:00 pm	TIME
from	0
10:00	TIME
09:45 PM - 11:15 PM	TIME
06:00 a.m. - 08:00 a.m.	TIME
14-15	TIME
today	DATE
cIRC	LOCATION
0:00	DATE
baKER	LOCATION
tomorrow 	DATE
circ	LOCATION
2-4pm	TIME
Orozco 	LOCATION
20:15	TIME
OROZCO	LOCATION
6:00-7:00am	TIME
saturday	DATE
circ 	LOCATION
6-10pm 	TIME
10:00 to 12:00	TIME
20th	DATE
20:30 p.m. -	TIME
4:30-6pm 	TIME
10	TIME
01:30 p.m. - 15:30 p.m.	TIME
Noon-1:00pm	TIME
8-9pm 	TIME
3:45-5:30pm	TIME
04:45-06:45 am	TIME
12-02	TIME
oROZCO	LOCATION
17:00-19:30	TIME
tomorrow 	DATE
I	0
3:45-5:30pm	TIME
06:00 a.m. - 08:00 a.m.	TIME
today	DATE
0:00	DATE
20:30	TIME
5-6pm 	TIME
12-1pm 	TIME
this	0
9:10-10:11am	TIME
there	0
06:00 p.m. - 08:00 p.m.	TIME
03:15 p.m. - 04:45 p.m.	TIME
11:30 a.m. - 01:30 p.m.	TIME
18:00 PM - 20:00 PM	TIME
JONES	LOCATION
today	DATE
Circ 	LOCATION
after	0
2:00-3:00am	TIME
happy	0
would 	0
0:00	TIME
6-7	TIME
Circ 	LOCATION
orozco	LOCATION
today	DATE
jones	LOCATION
7:8-10:00pm	TIME
9:10-11:12pm	TIME
12-13	TIME
Friday 	DATE
great	0
12:00-1:00pm	TIME
6:07-8:09am	TIME
7:00-8:00pm	TIME
2:00-3:00am	TIME
3:45-5:00pm	TIME
